gene_id,family
Zm00001eb103730,MYB
Zm00001eb103740,MYB
Zm00001eb289320,MYB_related
Zm00001eb201150,MYB
Zm00001eb091300,MYB_related
Zm00001eb360850,MYB
Zm00001eb366540,MYB
Zm00001eb348760,MYB
Zm00001eb232000,G2-like
Zm00001eb433040,G2-like
Zm00001eb306220,G2-like
Zm00001eb099570,MYB
Zm00001eb405450,MYB
Zm00001eb041320,MYB
Zm00001eb312600,MYB
Zm00001eb328280,MYB
Zm00001eb392230,MYB
Zm00001eb201930,MYB
Zm00001eb041330,MYB
Zm00001eb195850,MYB
Zm00001eb405470,MYB
Zm00001eb405510,MYB
Zm00001eb212880,MYB
Zm00001eb060990,MYB
Zm00001eb060980,MYB
Zm00001eb148190,G2-like
Zm00001eb049000,MYB
Zm00001eb219740,MYB
Zm00001eb066260,MYB
Zm00001eb015120,MYB
Zm00001eb361200,MYB_related
Zm00001eb361210,MYB_related
Zm00001eb015630,NAC
Zm00001eb369060,NAC
Zm00001eb334160,NAC
Zm00001eb324550,NAC
Zm00001eb212120,NAC
Zm00001eb062170,NAC
Zm00001eb035030,SBP
Zm00001eb067740,SBP
Zm00001eb432520,SBP
Zm00001eb274800,SBP
Zm00001eb206830,SBP
Zm00001eb233670,SBP
Zm00001eb018020,GeBP
Zm00001eb394180,GeBP
Zm00001eb110030,GeBP
Zm00001eb328650,GeBP
Zm00001eb251820,GRF
Zm00001eb071830,GRF
Zm00001eb269150,GRF
Zm00001eb193180,GRF
Zm00001eb378820,Unknown
Zm00001eb430290,GRF
Zm00001eb430330,GRF
Zm00001eb430340,GRF
Zm00001eb430320,GRF
Zm00001eb430300,GRF
Zm00001eb430310,GRF
Zm00001eb430250,GRF
Zm00001eb278670,GRF
Zm00001eb256720,Unknown
Zm00001eb256730,Unknown
Zm00001eb368890,WRKY
Zm00001eb368870,WRKY
Zm00001eb149570,WRKY
Zm00001eb149600,WRKY
Zm00001eb406000,WRKY
Zm00001eb149580,WRKY
Zm00001eb399440,ERF
Zm00001eb058850,ERF
Zm00001eb067970,AP2
Zm00001eb067980,AP2
Zm00001eb356440,AP2
Zm00001eb093560,AP2
Zm00001eb389400,AP2
Zm00001eb313350,ERF
Zm00001eb313340,ERF
Zm00001eb144510,AP2
Zm00001eb195920,AP2
Zm00001eb015020,AP2
Zm00001eb247080,AP2
Zm00001eb286280,ERF
Zm00001eb413650,bZIP
Zm00001eb047750,C2H2
Zm00001eb242200,C2H2
Zm00001eb101420,Dof
Zm00001eb094330,Dof
Zm00001eb094340,Dof
Zm00001eb266750,Dof
Zm00001eb033670,Unknown
Zm00001eb430240,LFY
Zm00001eb071990,LFY
Zm00001eb187330,MIKC_MADS
Zm00001eb411130,MIKC_MADS
Zm00001eb145460,MIKC_MADS
Zm00001eb001670,MIKC_MADS
Zm00001eb057540,MIKC_MADS
Zm00001eb284010,MIKC_MADS
Zm00001eb393670,MIKC_MADS
Zm00001eb214740,MIKC_MADS
Zm00001eb298680,M-type_MADS
Zm00001eb057560,MIKC_MADS
Zm00001eb317770,MIKC_MADS
Zm00001eb008690,MIKC_MADS
Zm00001eb400120,MIKC_MADS
Zm00001eb102450,MIKC_MADS
Zm00001eb327040,M-type_MADS
Zm00001eb327050,M-type_MADS
Zm00001eb118120,MIKC_MADS
Zm00001eb372610,M-type_MADS
Zm00001eb036590,MIKC_MADS
Zm00001eb250710,MIKC_MADS
Zm00001eb138380,MIKC_MADS
Zm00001eb403750,M-type_MADS
Zm00001eb279440,M-type_MADS
Zm00001eb338060,MIKC_MADS
Zm00001eb214750,M-type_MADS
Zm00001eb080670,M-type_MADS
Zm00001eb253580,M-type_MADS
Zm00001eb183200,M-type_MADS
Zm00001eb145660,MIKC_MADS
Zm00001eb260590,MIKC_MADS
Zm00001eb233110,M-type_MADS
Zm00001eb136820,M-type_MADS
Zm00001eb349060,M-type_MADS
Zm00001eb245070,M-type_MADS
Zm00001eb349080,MIKC_MADS
Zm00001eb349070,MIKC_MADS
Zm00001eb255670,MIKC_MADS
Zm00001eb041650,M-type_MADS
Zm00001eb173990,M-type_MADS
Zm00001eb174000,M-type_MADS
Zm00001eb124790,M-type_MADS
Zm00001eb193790,MIKC_MADS
Zm00001eb006480,MIKC_MADS
Zm00001eb409460,MIKC_MADS
Zm00001eb143080,M-type_MADS
Zm00001eb142770,MYB
Zm00001eb426670,MYB
Zm00001eb077700,MYB
Zm00001eb247570,MYB
Zm00001eb185160,MYB
Zm00001eb045780,MYB
Zm00001eb187820,MYB
Zm00001eb187810,MYB
Zm00001eb360510,MYB
Zm00001eb178050,MYB
Zm00001eb192770,MYB
Zm00001eb295060,MYB
Zm00001eb095760,MYB
Zm00001eb213800,MYB
Zm00001eb099830,MYB
Zm00001eb313580,MYB
Zm00001eb013670,MYB_related
Zm00001eb320870,HMG
Zm00001eb104350,HMG
Zm00001eb250530,ERF
Zm00001eb250540,ERF
Zm00001eb398110,ERF
Zm00001eb193550,ERF
Zm00001eb011550,ERF
Zm00001eb256080,ERF
Zm00001eb256070,ERF
Zm00001eb279090,ERF
Zm00001eb187190,ERF
Zm00001eb168040,ERF
Zm00001eb051660,ERF
Zm00001eb107500,ERF
Zm00001eb318920,ERF
Zm00001eb302890,ERF
Zm00001eb030240,ERF
Zm00001eb325260,ERF
Zm00001eb325250,ERF
Zm00001eb344200,ERF
Zm00001eb296430,ERF
Zm00001eb188950,ARID
Zm00001eb275690,ARID
Zm00001eb252640,Unknown
Zm00001eb388060,Unknown
Zm00001eb225570,ARF
Zm00001eb185290,ARF
Zm00001eb045640,ARF
Zm00001eb221620,ARF
Zm00001eb273540,ARF
Zm00001eb106720,bHLH
Zm00001eb323880,bHLH
Zm00001eb417570,bHLH
Zm00001eb417580,bHLH
Zm00001eb032670,bHLH
Zm00001eb052150,bHLH
Zm00001eb052210,bHLH
Zm00001eb422960,bHLH
Zm00001eb144450,bHLH
Zm00001eb236380,bZIP
Zm00001eb235510,bZIP
Zm00001eb385610,bZIP
Zm00001eb357220,C2H2
Zm00001eb320600,C2H2
Zm00001eb250240,C2H2
Zm00001eb250250,C2H2
Zm00001eb073830,C2H2
Zm00001eb121010,C2H2
Zm00001eb339510,C2H2
Zm00001eb008010,C2H2
Zm00001eb160120,C2H2
Zm00001eb039810,C2H2
Zm00001eb118840,C2H2
Zm00001eb428940,C2H2
Zm00001eb428960,C2H2
Zm00001eb366580,C2H2
Zm00001eb146420,C2H2
Zm00001eb399180,C2H2
Zm00001eb100660,C2H2
Zm00001eb037730,C2H2
Zm00001eb314580,C2H2
Zm00001eb010050,C2H2
Zm00001eb157620,GATA
Zm00001eb344540,GATA
Zm00001eb296770,GATA
Zm00001eb335810,WOX
Zm00001eb433010,WOX
Zm00001eb067310,WOX
Zm00001eb147630,WOX
Zm00001eb367990,WOX
Zm00001eb367200,WOX
Zm00001eb157360,WOX
Zm00001eb359810,WOX
Zm00001eb395430,WOX
Zm00001eb414580,WOX
Zm00001eb295920,WOX
Zm00001eb349310,LBD
Zm00001eb145150,LBD
Zm00001eb145160,LBD
Zm00001eb365880,LBD
Zm00001eb149360,LBD
Zm00001eb149370,LBD
Zm00001eb345960,LBD
Zm00001eb219100,LBD
Zm00001eb075250,Trihelix
Zm00001eb186200,Trihelix
Zm00001eb248900,Trihelix
Zm00001eb220250,Trihelix
Zm00001eb295700,Trihelix
Zm00001eb272490,MIKC_MADS
Zm00001eb372960,MIKC_MADS
Zm00001eb070890,MIKC_MADS
Zm00001eb070900,MIKC_MADS
Zm00001eb078550,MIKC_MADS
Zm00001eb078530,MIKC_MADS
Zm00001eb078540,MIKC_MADS
Zm00001eb423130,MIKC_MADS
Zm00001eb259770,MIKC_MADS
Zm00001eb259760,MIKC_MADS
Zm00001eb268770,MYB
Zm00001eb130020,MYB
Zm00001eb248590,MYB
Zm00001eb379110,MYB
Zm00001eb179650,MYB
Zm00001eb179640,MYB
Zm00001eb339810,MYB
Zm00001eb003470,MYB
Zm00001eb402890,MYB_related
Zm00001eb424660,MYB
Zm00001eb379460,NAC
Zm00001eb075510,NAC
Zm00001eb248680,NAC
Zm00001eb186010,NAC
Zm00001eb330850,NAC
Zm00001eb035180,NAC
Zm00001eb349120,NAC
Zm00001eb288270,NAC
Zm00001eb145340,NAC
Zm00001eb179740,NAC
Zm00001eb254560,NAC
Zm00001eb254550,NAC
Zm00001eb213710,NAC
Zm00001eb041350,NAC
Zm00001eb312500,NAC
Zm00001eb191020,NAC
Zm00001eb175840,NAC
Zm00001eb415730,NAC
Zm00001eb024300,NAC
Zm00001eb015570,NAC
Zm00001eb395380,NAC
Zm00001eb059350,NAC
Zm00001eb413540,NAC
Zm00001eb078590,Nin-like
Zm00001eb231720,Nin-like
Zm00001eb104260,Nin-like
Zm00001eb320950,Nin-like
Zm00001eb425660,Nin-like
Zm00001eb002490,Nin-like
Zm00001eb002480,Nin-like
Zm00001eb284410,Nin-like
Zm00001eb339390,Nin-like
Zm00001eb118950,Nin-like
Zm00001eb372370,Nin-like
Zm00001eb372360,Nin-like
Zm00001eb128650,Unknown
Zm00001eb102440,SBP
Zm00001eb169410,SBP
Zm00001eb238060,HMG
Zm00001eb408520,WRKY
Zm00001eb330710,WRKY
Zm00001eb301570,bZIP
Zm00001eb312340,C2H2
Zm00001eb005690,NF-YA
Zm00001eb327220,NF-YA
Zm00001eb327230,NF-YA
Zm00001eb108930,NF-YA
Zm00001eb053830,NF-YA
Zm00001eb403140,E2F/DP
Zm00001eb004190,E2F/DP
Zm00001eb222650,E2F/DP
Zm00001eb360340,E2F/DP
Zm00001eb014280,MYB_related
Zm00001eb014320,MYB_related
Zm00001eb118970,ARF
Zm00001eb082900,bHLH
Zm00001eb259650,bZIP
Zm00001eb037440,bHLH
Zm00001eb266360,MYB
Zm00001eb147220,bZIP
Zm00001eb060230,GATA
Zm00001eb119900,bHLH
Zm00001eb413140,HD-ZIP
Zm00001eb280480,NAC
Zm00001eb074320,bHLH
Zm00001eb109860,MYB
Zm00001eb373670,GRF
Zm00001eb032680,bHLH
Zm00001eb274330,MIKC_MADS
Zm00001eb395320,NAC
