gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001eb013930,Zm00001eb013930,PLAC8 family protein,,,Zm00001eb013930
Zm00001eb013920,Zm00001eb013920,PLAC8 family protein,AT3G10980,,Zm00001eb013920
Zm00001eb013920,Zm00001eb013920,PLAC8 family protein,AT5G05350,,Zm00001eb013920
Zm00001eb014460,PHD-transcription factor 6,BRCT domain-containing protein,AT4G02110,,PHD-transcription factor 6
Zm00001eb016860,Zm00001eb016860,DNA mismatch repair protein MSH2,AT3G18524,MSH2,Zm00001eb016860 (MSH2)
Zm00001eb017080,Zm00001eb017080,Monocopper oxidase-like protein SKU5,AT5G16520,,Zm00001eb017080
Zm00001eb018030,Zm00001eb018030,Cytochrome P450 709B2,AT4G27710,CYP709B3,Zm00001eb018030 (CYP709B3)
Zm00001eb018030,Zm00001eb018030,Cytochrome P450 709B2,AT2G46960,CYP709B1,Zm00001eb018030 (CYP709B1)
Zm00001eb018030,Zm00001eb018030,Cytochrome P450 709B2,AT2G46950,CYP709B2,Zm00001eb018030 (CYP709B2)
Zm00001eb019780,CCAAT-HAP2-transcription factor 23,Nuclear transcription factor Y subunit A-8,AT1G54160,NFYA5,CCAAT-HAP2-transcription factor 23 (NFYA5)
Zm00001eb019780,CCAAT-HAP2-transcription factor 23,Nuclear transcription factor Y subunit A-8,AT3G14020,NF-YA6,CCAAT-HAP2-transcription factor 23 (NF-YA6)
Zm00001eb019890,Zm00001eb019890,Glucose-6-phosphate 1-dehydrogenase,AT5G35790,G6PD1,Zm00001eb019890 (G6PD1)
Zm00001eb020210,Zm00001eb020210,DUF2431 domain protein,AT1G55790,,Zm00001eb020210
Zm00001eb020220,Zm00001eb020220,DUF2431 domain protein,,,Zm00001eb020220
Zm00001eb020230,Zm00001eb020230,DUF2431 domain protein,,,Zm00001eb020230
Zm00001eb020270,Zm00001eb020270,Diacylglycerol kinase 1,,,Zm00001eb020270
Zm00001eb020260,diacylglycerol kinase4,Diacylglycerol kinase 1,AT5G07920,DGK1,diacylglycerol kinase4 (DGK1)
Zm00001eb020590,Zm00001eb020590,3-oxo-Delta(45)-steroid 5-beta-reductase,AT4G24220,VEP1,Zm00001eb020590 (VEP1)
Zm00001eb020580,Zm00001eb020580,3-oxo-Delta(45)-steroid 5-beta-reductase,,,Zm00001eb020580
Zm00001eb020810,Zm00001eb020810,Big map kinase/bmk,AT5G63120,,Zm00001eb020810
Zm00001eb020820,Zm00001eb020820,Big map kinase/bmk,AT5G05130,,Zm00001eb020820
Zm00001eb020830,Zm00001eb020830,Big map kinase/bmk,AT2G42880,MPK20,Zm00001eb020830 (MPK20)
Zm00001eb023770,Zm00001eb023770,UDP-glycosyltransferase TURAN,AT3G48780,SPT1,Zm00001eb023770 (SPT1)
Zm00001eb023770,Zm00001eb023770,UDP-glycosyltransferase TURAN,AT5G23670,LCB2,Zm00001eb023770 (LCB2)
Zm00001eb023250,Zm00001eb023250,Expressed protein;  protein,AT5G47380,,Zm00001eb023250
Zm00001eb023260,Zm00001eb023260,Expressed protein;  protein,,,Zm00001eb023260
Zm00001eb024320,Zm00001eb024320,DnaJ homolog subfamily C GRV2,AT2G26890,KAM2,Zm00001eb024320 (KAM2)
Zm00001eb025450,Zm00001eb025450,RING/U-box superfamily protein,AT3G54560,HTA11,Zm00001eb025450 (HTA11)
Zm00001eb025450,Zm00001eb025450,RING/U-box superfamily protein,AT2G38810,HTA8,Zm00001eb025450 (HTA8)
Zm00001eb025440,Zm00001eb025440,RING/U-box superfamily protein,AT2G01490,PAHX,Zm00001eb025440 (PAHX)
Zm00001eb025800,Zm00001eb025800,ATP binding protein,AT5G14470,GALK2,Zm00001eb025800 (GALK2)
Zm00001eb025800,Zm00001eb025800,ATP binding protein,AT3G01640,GLCAK,Zm00001eb025800 (GLCAK)
Zm00001eb026330,Zm00001eb026330,Probable alpha-mannosidase,AT5G66150,,Zm00001eb026330
Zm00001eb027330,Zm00001eb027330,65-kDa microtubule-associated protein 3,AT5G51600,PLE,Zm00001eb027330 (PLE)
Zm00001eb027300,Zm00001eb027300,65-kDa microtubule-associated protein 3,AT4G30920,LAP2,Zm00001eb027300 (LAP2)
Zm00001eb027300,Zm00001eb027300,65-kDa microtubule-associated protein 3,AT4G30910,,Zm00001eb027300
Zm00001eb027300,Zm00001eb027300,65-kDa microtubule-associated protein 3,AT2G24200,LAP1,Zm00001eb027300 (LAP1)
Zm00001eb027310,Zm00001eb027310,65-kDa microtubule-associated protein 3,AT2G24200,LAP1,Zm00001eb027310 (LAP1)
Zm00001eb027310,Zm00001eb027310,65-kDa microtubule-associated protein 3,AT4G30910,,Zm00001eb027310
Zm00001eb027310,Zm00001eb027310,65-kDa microtubule-associated protein 3,AT4G30920,LAP2,Zm00001eb027310 (LAP2)
Zm00001eb027320,Zm00001eb027320,65-kDa microtubule-associated protein 3,AT5G51600,PLE,Zm00001eb027320 (PLE)
Zm00001eb027340,Zm00001eb027340,RING/U-box superfamily protein,AT2G14835,,Zm00001eb027340
Zm00001eb027880,Zm00001eb027880,Pyridoxine/pyridoxamine 5'-phosphate oxidase 1 chloroplastic,AT5G49970,PPOX,Zm00001eb027880 (PPOX)
Zm00001eb028080,Zm00001eb028080,Leucine aminopeptidase 2 chloroplastic,AT5G03760,RAT4,Zm00001eb028080 (RAT4)
Zm00001eb028090,Zm00001eb028090,Leucine aminopeptidase 2 chloroplastic,AT2G24200,LAP1,Zm00001eb028090 (LAP1)
Zm00001eb028090,Zm00001eb028090,Leucine aminopeptidase 2 chloroplastic,AT4G30920,LAP2,Zm00001eb028090 (LAP2)
Zm00001eb028090,Zm00001eb028090,Leucine aminopeptidase 2 chloroplastic,AT4G30910,,Zm00001eb028090
Zm00001eb028210,Zm00001eb028210,DROUGHT SENSITIVE 1,AT1G80710,DRS1,Zm00001eb028210 (DRS1)
Zm00001eb028260,Zm00001eb028260,3-hydroxy-3-methylglutaryl-coenzyme A reductase 2,AT1G76490,MAD3,Zm00001eb028260 (MAD3)
Zm00001eb028310,Zm00001eb028310,Oxysterol-binding protein-related protein 1D,AT1G13170,ORP1D,Zm00001eb028310 (ORP1D)
Zm00001eb028520,Zm00001eb028520,Probable prefoldin subunit 3,AT5G49510,PFD3,Zm00001eb028520 (PFD3)
Zm00001eb029030,Zm00001eb029030,Protein kinase,AT4G35780,STY17,Zm00001eb029030 (STY17)
Zm00001eb029030,Zm00001eb029030,Protein kinase,AT2G17700,STY8,Zm00001eb029030 (STY8)
Zm00001eb030680,Zm00001eb030680,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,AT3G24715,,Zm00001eb030680
Zm00001eb030810,Zm00001eb030810,Probable tetraacyldisaccharide 4'-kinase mitochondrial,AT3G20480,LpxK,Zm00001eb030810 (LpxK)
Zm00001eb030850,Zm00001eb030850,Probable tetraacyldisaccharide 4'-kinase mitochondrial,AT3G20480,LpxK,Zm00001eb030850 (LpxK)
Zm00001eb030820,Zm00001eb030820,Probable tetraacyldisaccharide 4'-kinase mitochondrial,,,Zm00001eb030820
Zm00001eb030870,LIM-transcription factor 4,Zinc ion binding protein,AT4G36860,,LIM-transcription factor 4
Zm00001eb030890,calcineurin B-like11,calcineurin B-like11,AT4G26570,CBL3,calcineurin B-like11 (CBL3)
Zm00001eb030890,calcineurin B-like11,calcineurin B-like11,AT5G55990,CBL2,calcineurin B-like11 (CBL2)
Zm00001eb030900,Zm00001eb030900,calcineurin B-like11,,,Zm00001eb030900
Zm00001eb031140,Zm00001eb031140,Pyridoxal kinase,,,Zm00001eb031140
Zm00001eb031300,CPP-transcription factor 2,Protein tesmin/TSO1-like CXC 4,AT3G22780,TSO1,CPP-transcription factor 2 (TSO1)
Zm00001eb031300,CPP-transcription factor 2,Protein tesmin/TSO1-like CXC 4,AT4G14770,TCX2,CPP-transcription factor 2 (TCX2)
Zm00001eb031300,CPP-transcription factor 2,Protein tesmin/TSO1-like CXC 4,AT3G22760,SOL1,CPP-transcription factor 2 (SOL1)
Zm00001eb032700,Zm00001eb032700,Cactin,AT3G51850,CPK13,Zm00001eb032700 (CPK13)
Zm00001eb033820,Zm00001eb033820,Elongator complex protein 2,AT1G49540,ELP2,Zm00001eb033820 (ELP2)
Zm00001eb034890,Zm00001eb034890,OTU domain-containing protein,AT3G57810,,Zm00001eb034890
Zm00001eb034900,pangloss1,OTU domain-containing protein,AT2G42290,,pangloss1
Zm00001eb034900,pangloss1,OTU domain-containing protein,AT3G57830,,pangloss1
Zm00001eb035890,TNF receptor-associated factor 12,TD and POZ domain-containing protein 3,AT5G19000,BPM1,TNF receptor-associated factor 12 (BPM1)
Zm00001eb035890,TNF receptor-associated factor 12,TD and POZ domain-containing protein 3,AT3G06190,BPM2,TNF receptor-associated factor 12 (BPM2)
Zm00001eb035900,math-btb3,TD and POZ domain-containing protein 3,AT3G06190,BPM2,math-btb3 (BPM2)
Zm00001eb035900,math-btb3,TD and POZ domain-containing protein 3,AT5G19000,BPM1,math-btb3 (BPM1)
Zm00001eb037430,Zm00001eb037430,CBL-interacting serine/threonine-protein kinase 5,,,Zm00001eb037430
Zm00001eb039530,Zm00001eb039530,Thioredoxin family protein,AT5G03880,,Zm00001eb039530
Zm00001eb040920,plant elicitor peptide receptor2,Leucine-rich repeat receptor-like protein kinase PEPR1,AT1G17750,PEPR2,plant elicitor peptide receptor2 (PEPR2)
Zm00001eb040920,plant elicitor peptide receptor2,Leucine-rich repeat receptor-like protein kinase PEPR1,AT1G73080,PEPR1,plant elicitor peptide receptor2 (PEPR1)
Zm00001eb041650,MADS-transcription factor 22,Agamous-like MADS-box protein AGL16,AT3G57230,AGL16,MADS-transcription factor 22 (AGL16)
Zm00001eb042570,Zm00001eb042570,Probable phospholipid-transporting ATPase 8,AT3G27870,,Zm00001eb042570
Zm00001eb042940,Zm00001eb042940,acclimation of photosynthesis to  environment,AT5G38660,APE1,Zm00001eb042940 (APE1)
Zm00001eb043640,Zm00001eb043640,Protein BPS1 chloroplastic,AT2G46080,BPS2,Zm00001eb043640 (BPS2)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT1G64930,CYP89A7,Zm00001eb043630 (CYP89A7)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT1G64950,CYP89A5,Zm00001eb043630 (CYP89A5)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT1G64900,CYP89A2,Zm00001eb043630 (CYP89A2)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT5G61320,CYP89A3,Zm00001eb043630 (CYP89A3)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT1G64940,CYP89A6,Zm00001eb043630 (CYP89A6)
Zm00001eb043630,Zm00001eb043630,Protein BPS1 chloroplastic,AT2G12190,,Zm00001eb043630
Zm00001eb044140,Zm00001eb044140,DEAD-box ATP-dependent RNA helicase 8,AT1G63260,TET10,Zm00001eb044140 (TET10)
Zm00001eb044130,Zm00001eb044130,DEAD-box ATP-dependent RNA helicase 8,AT4G00660,RH8,Zm00001eb044130 (RH8)
Zm00001eb044500,Zm00001eb044500,CBS domain-containing protein CBSX5,AT4G27460,CBSX5,Zm00001eb044500 (CBSX5)
Zm00001eb044500,Zm00001eb044500,CBS domain-containing protein CBSX5,AT5G53750,,Zm00001eb044500
Zm00001eb044910,Zm00001eb044910,Protein TIC110 chloroplastic,AT1G06950,TIC110,Zm00001eb044910 (TIC110)
Zm00001eb044920,Zm00001eb044920,Protein TIC110 chloroplastic,,,Zm00001eb044920
Zm00001eb045090,Zm00001eb045090,Ripening-related protein grip22,,,Zm00001eb045090
Zm00001eb045060,kiwellin6,Ripening-related protein grip22,,,kiwellin6
Zm00001eb045120,Zm00001eb045120,Ripening-related protein grip22,,,Zm00001eb045120
Zm00001eb046110,Zm00001eb046110,DExH-box ATP-dependent RNA helicase DExH1,AT2G35920,,Zm00001eb046110
Zm00001eb046530,Zm00001eb046530,NAD(P)-binding Rossmann-fold superfamily protein,AT4G31530,,Zm00001eb046530
Zm00001eb046590,Zm00001eb046590,plastid transcriptionally active 3,AT3G04260,PTAC3,Zm00001eb046590 (PTAC3)
Zm00001eb047140,Zm00001eb047140,ABC transporter G family member 24,AT2G37010,NAP12,Zm00001eb047140 (NAP12)
Zm00001eb047240,phosphoglycerate kinase5,Phosphoglycerate kinase,AT3G12780,PGK1,phosphoglycerate kinase5 (PGK1)
Zm00001eb047240,phosphoglycerate kinase5,Phosphoglycerate kinase,AT1G56190,,phosphoglycerate kinase5
Zm00001eb047720,Zm00001eb047720,Osmotin-like protein,AT2G39810,HOS1,Zm00001eb047720 (HOS1)
Zm00001eb047690,Zm00001eb047690,Osmotin-like protein,AT4G38660,,Zm00001eb047690
Zm00001eb047710,Zm00001eb047710,Osmotin-like protein,,,Zm00001eb047710
Zm00001eb047770,Zm00001eb047770,12-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4,AT5G43850,ATARD4,Zm00001eb047770 (ATARD4)
Zm00001eb048150,glycerol-3-phosphate acyltransferase7,Glycerol-3-phosphate acyltransferase 5,AT2G38110,GPAT6,glycerol-3-phosphate acyltransferase7 (GPAT6)
Zm00001eb048220,Zm00001eb048220,Phospholipid-transporting ATPase 3,AT1G59820,ALA3,Zm00001eb048220 (ALA3)
Zm00001eb048270,Zm00001eb048270,Serine/threonine-protein phosphatase,AT2G42500,PP2A-3,Zm00001eb048270 (PP2A-3)
Zm00001eb048270,Zm00001eb048270,Serine/threonine-protein phosphatase,AT3G58500,PP2A-4,Zm00001eb048270 (PP2A-4)
Zm00001eb049810,Zm00001eb049810,DUF21 domain-containing protein  chloroplastic,AT3G13070,,Zm00001eb049810
Zm00001eb049810,Zm00001eb049810,DUF21 domain-containing protein  chloroplastic,AT1G55930,,Zm00001eb049810
Zm00001eb049840,Zm00001eb049840,DEK domain-containing chromatin associated protein,AT5G63550,,Zm00001eb049840
Zm00001eb049840,Zm00001eb049840,DEK domain-containing chromatin associated protein,AT3G48710,,Zm00001eb049840
Zm00001eb049930,Zm00001eb049930,Probable E3 ubiquitin-protein ligase RHB1A,AT3G02290,,Zm00001eb049930
Zm00001eb049930,Zm00001eb049930,Probable E3 ubiquitin-protein ligase RHB1A,AT5G15790,,Zm00001eb049930
Zm00001eb050780,Zm00001eb050780,ankyrin repeat family protein,AT3G04710,TPR10,Zm00001eb050780 (TPR10)
Zm00001eb051110,Zm00001eb051110,Probable WRKY transcription factor 74,AT1G08780,PFD4,Zm00001eb051110 (PFD4)
Zm00001eb051120,WRKY-transcription factor 102,Probable WRKY transcription factor 74,AT5G28650,WRKY74,WRKY-transcription factor 102 (WRKY74)
Zm00001eb051120,WRKY-transcription factor 102,Probable WRKY transcription factor 74,AT3G04670,WRKY39,WRKY-transcription factor 102 (WRKY39)
Zm00001eb052380,Zm00001eb052380,Cyclin-dependent kinase G-1,AT5G63370,CDKG1,Zm00001eb052380 (CDKG1)
Zm00001eb052360,Zm00001eb052360,Cyclin-dependent kinase G-1,AT5G63370,CDKG1,Zm00001eb052360 (CDKG1)
Zm00001eb054060,Zm00001eb054060,Ethylene-insensitive protein 2,AT5G03280,PIR2,Zm00001eb054060 (PIR2)
Zm00001eb054330,Zm00001eb054330,PIF1 helicase,AT3G44110,J3,Zm00001eb054330 (J3)
Zm00001eb054330,Zm00001eb054330,PIF1 helicase,AT5G22060,J2,Zm00001eb054330 (J2)
Zm00001eb055850,alpha tubulin2,alpha tubulin1,AT4G14960,TUA6,alpha tubulin2 (TUA6)
Zm00001eb055850,alpha tubulin2,alpha tubulin1,AT1G04820,TUA4,alpha tubulin2 (TUA4)
Zm00001eb055850,alpha tubulin2,alpha tubulin1,AT1G50010,TUA2,alpha tubulin2 (TUA2)
Zm00001eb056290,Zm00001eb056290,Zinc finger BED domain-containing protein DAYSLEEPER,,,Zm00001eb056290
Zm00001eb056620,C2C2-GATA-transcription factor 34,Probable nucleoredoxin 3,AT2G38700,MVD1,C2C2-GATA-transcription factor 34 (MVD1)
Zm00001eb056620,C2C2-GATA-transcription factor 34,Probable nucleoredoxin 3,AT3G54250,,C2C2-GATA-transcription factor 34
Zm00001eb056640,C2C2-GATA-transcription factor 34,Probable nucleoredoxin 3,AT3G53180,NodGS,C2C2-GATA-transcription factor 34 (NodGS)
Zm00001eb056630,C2C2-GATA-transcription factor 34,Probable nucleoredoxin 3,AT4G31240,NRX2,C2C2-GATA-transcription factor 34 (NRX2)
Zm00001eb056900,ustilago maydis induced12,ustilago maydis induced12,AT5G37780,TCH1,ustilago maydis induced12 (TCH1)
Zm00001eb057420,Zm00001eb057420,Transcriptional adapter ADA2b,AT4G17240,,Zm00001eb057420
Zm00001eb057410,histone acetyltransferase complex component102,Transcriptional adapter ADA2b,AT4G16420,PRZ1,histone acetyltransferase complex component102 (PRZ1)
Zm00001eb059270,Zm00001eb059270,Retrovirus-related Pol polyprotein LINE-1,AT5G42950,,Zm00001eb059270
Zm00001eb059770,Zm00001eb059770,AP-1 complex subunit sigma-2,AT2G17380,AP19,Zm00001eb059770 (AP19)
Zm00001eb059770,Zm00001eb059770,AP-1 complex subunit sigma-2,AT4G35410,,Zm00001eb059770
Zm00001eb060680,Zm00001eb060680,Heat stress transcription factor A-6b,AT3G22850,,Zm00001eb060680
Zm00001eb060670,HSF-transcription factor 11,Heat stress transcription factor A-6b,AT3G22830,HSFA6B,HSF-transcription factor 11 (HSFA6B)
Zm00001eb061130,Zm00001eb061130,Small GTP-binding protein domain,AT5G18570,EMB3138,Zm00001eb061130 (EMB3138)
Zm00001eb062630,Zm00001eb062630,SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein,AT3G46450,,Zm00001eb062630
Zm00001eb063260,Zm00001eb063260,NAD(P)-binding Rossmann-fold superfamily protein,AT2G23910,,Zm00001eb063260
Zm00001eb063260,Zm00001eb063260,NAD(P)-binding Rossmann-fold superfamily protein,AT4G30470,,Zm00001eb063260
Zm00001eb064080,Zm00001eb064080,Ras-related protein RABA2a,AT1G09630,RAB11c,Zm00001eb064080 (RAB11c)
Zm00001eb064380,acyl-activating enzyme1,Probable acyl-activating enzyme 16 chloroplastic,AT3G23790,AAE16,acyl-activating enzyme1 (AAE16)
Zm00001eb064380,acyl-activating enzyme1,Probable acyl-activating enzyme 16 chloroplastic,AT4G14070,AAE15,acyl-activating enzyme1 (AAE15)
Zm00001eb064610,Zm00001eb064610,Inactive protein FRIGIDA,AT4G00650,RSB7,Zm00001eb064610 (RSB7)
Zm00001eb064600,Zm00001eb064600,Inactive protein FRIGIDA,AT1G09760,U2A',Zm00001eb064600 (U2A')
Zm00001eb065450,TRAM/LAG/CRN8 4,TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein,AT1G31300,,TRAM/LAG/CRN8 4
Zm00001eb407500,Zm00001eb407500,Putative S-locus receptor-like protein kinase family protein,AT4G21380,RK3,Zm00001eb407500 (RK3)
Zm00001eb407500,Zm00001eb407500,Putative S-locus receptor-like protein kinase family protein,AT1G65800,RK2,Zm00001eb407500 (RK2)
Zm00001eb407500,Zm00001eb407500,Putative S-locus receptor-like protein kinase family protein,AT1G65790,RK1,Zm00001eb407500 (RK1)
Zm00001eb408000,Cys2His2 Zinc Finger35,Alpha-(14)-fucosyltransferase,AT1G34370,STOP1,Cys2His2 Zinc Finger35 (STOP1)
Zm00001eb407990,Cys2His2 Zinc Finger35,Alpha-(14)-fucosyltransferase,AT1G71990,FUT13,Cys2His2 Zinc Finger35 (FUT13)
Zm00001eb409480,vacuolar protein sorting homolog26,vacuolar protein sorting homolog26,AT4G27690,VPS26B,vacuolar protein sorting homolog26 (VPS26B)
Zm00001eb410570,Zm00001eb410570,Putative HLH DNA-binding domain superfamily protein,,,Zm00001eb410570
Zm00001eb410580,Zm00001eb410580,Putative HLH DNA-binding domain superfamily protein,,,Zm00001eb410580
Zm00001eb410610,Zm00001eb410610,PPR repeat protein,AT3G05640,,Zm00001eb410610
Zm00001eb411750,Zm00001eb411750,Argininosuccinate synthase chloroplastic,,,Zm00001eb411750
Zm00001eb411740,Zm00001eb411740,Argininosuccinate synthase chloroplastic,AT4G24830,,Zm00001eb411740
Zm00001eb412430,Zm00001eb412430,Tetratricopeptide repeat (TPR)-like superfamily protein,AT4G16340,SPK1,Zm00001eb412430 (SPK1)
Zm00001eb412440,guanylyl cyclase1,Tetratricopeptide repeat (TPR)-like superfamily protein,AT5G05930,GC1,guanylyl cyclase1 (GC1)
Zm00001eb414790,Zm00001eb414790,Putative leucine-rich repeat receptor-like protein kinase family protein,AT1G34210,SERK2,Zm00001eb414790 (SERK2)
Zm00001eb415990,Zm00001eb415990,Putative cytochrome P450 superfamily protein,,,Zm00001eb415990
Zm00001eb415980,Zm00001eb415980,Putative cytochrome P450 superfamily protein,AT5G07990,TT7,Zm00001eb415980 (TT7)
Zm00001eb416190,Zm00001eb416190,ABC transporter B family member 19,AT1G27940,PGP13,Zm00001eb416190 (PGP13)
Zm00001eb416190,Zm00001eb416190,ABC transporter B family member 19,AT1G28010,PGP14,Zm00001eb416190 (PGP14)
Zm00001eb416210,Zm00001eb416210,ARM repeat superfamily protein,AT4G38120,,Zm00001eb416210
Zm00001eb419060,Zm00001eb419060,Extra-large GTP-binding protein 3,,,Zm00001eb419060
Zm00001eb419440,Zm00001eb419440,Putative glycosyl transferase family 28 protein,AT3G07020,UGT80A2,Zm00001eb419440 (UGT80A2)
Zm00001eb419690,Zm00001eb419690,Pumilio homolog 3,AT3G10360,PUM4,Zm00001eb419690 (PUM4)
Zm00001eb419960,arginine/serine-rich splicing factor1,Serine/arginine-rich splicing factor RS31A,AT3G61860,RSP31,arginine/serine-rich splicing factor1 (RSP31)
Zm00001eb420020,Zm00001eb420020,Protein argonaute 1,AT1G48410,ICU9,Zm00001eb420020 (ICU9)
Zm00001eb420250,Zm00001eb420250,Protein RAE1,AT1G04140,,Zm00001eb420250
Zm00001eb420250,Zm00001eb420250,Protein RAE1,AT5G43930,,Zm00001eb420250
Zm00001eb420270,Zm00001eb420270,Methylesterase 3,AT3G23560,ALF5,Zm00001eb420270 (ALF5)
Zm00001eb420270,Zm00001eb420270,Methylesterase 3,AT3G23550,,Zm00001eb420270
Zm00001eb420290,Zm00001eb420290,Nucleus protein,AT4G38495,,Zm00001eb420290
Zm00001eb420380,Zm00001eb420380,Short-chain dehydrogenase TIC 32 chloroplastic,AT4G23430,Tic32-IVa,Zm00001eb420380 (Tic32-IVa)
Zm00001eb420380,Zm00001eb420380,Short-chain dehydrogenase TIC 32 chloroplastic,AT4G23420,,Zm00001eb420380
Zm00001eb421860,Zm00001eb421860,Calcineurin-like metallo-phosphoesterase superfamily protein,AT3G09960,,Zm00001eb421860
Zm00001eb421860,Zm00001eb421860,Calcineurin-like metallo-phosphoesterase superfamily protein,AT3G09970,,Zm00001eb421860
Zm00001eb422810,small kernel6,Pentatricopeptide repeat-containing protein,AT2G13600,SLO2,small kernel6 (SLO2)
Zm00001eb422800,small kernel6,Pentatricopeptide repeat-containing protein,AT1G77510,PDIL1-2,small kernel6 (PDIL1-2)
Zm00001eb422800,small kernel6,Pentatricopeptide repeat-containing protein,AT1G21750,PDIL1-1,small kernel6 (PDIL1-1)
Zm00001eb423250,Zm00001eb423250,guanylyl cyclase 1,AT4G14680,APS3,Zm00001eb423250 (APS3)
Zm00001eb423250,Zm00001eb423250,guanylyl cyclase 1,AT3G22890,APS1,Zm00001eb423250 (APS1)
Zm00001eb424680,Zm00001eb424680,OSJNBa0089K21.8 protein,AT5G67450,ZF1,Zm00001eb424680 (ZF1)
Zm00001eb425260,Zm00001eb425260,Glucose-1-phosphate adenylyltransferase small subunit chloroplastic,AT5G48300,APS1,Zm00001eb425260 (APS1)
Zm00001eb426430,Zm00001eb426430,Thioredoxin domain-containing protein PLP3B,,,Zm00001eb426430
Zm00001eb426440,Zm00001eb426440,Thioredoxin domain-containing protein PLP3B,AT3G50960,PLP3a,Zm00001eb426440 (PLP3a)
Zm00001eb426440,Zm00001eb426440,Thioredoxin domain-containing protein PLP3B,AT5G66410,PLP3b,Zm00001eb426440 (PLP3b)
Zm00001eb427250,Zm00001eb427250,Aldolase-type TIM barrel family protein,AT3G49640,,Zm00001eb427250
Zm00001eb427800,Zm00001eb427800,Cationic amino acid transporter 6 chloroplastic,AT5G04770,CAT6,Zm00001eb427800 (CAT6)
Zm00001eb427800,Zm00001eb427800,Cationic amino acid transporter 6 chloroplastic,AT3G10600,CAT7,Zm00001eb427800 (CAT7)
Zm00001eb428290,Zm00001eb428290,Probable purine permease 11,AT4G18220,,Zm00001eb428290
Zm00001eb428290,Zm00001eb428290,Probable purine permease 11,AT4G18210,PUP10,Zm00001eb428290 (PUP10)
Zm00001eb428280,Zm00001eb428280,Probable purine permease 11,AT4G18220,,Zm00001eb428280
Zm00001eb428280,Zm00001eb428280,Probable purine permease 11,AT4G18210,PUP10,Zm00001eb428280 (PUP10)
Zm00001eb428600,Zm00001eb428600,Peptidyl-prolyl cis-trans isomerase CYP23,AT1G26940,,Zm00001eb428600
Zm00001eb428710,Zm00001eb428710,Clathrin heavy chain 2,AT3G14940,PPC3,Zm00001eb428710 (PPC3)
Zm00001eb428710,Zm00001eb428710,Clathrin heavy chain 2,AT1G53310,PPC1,Zm00001eb428710 (PPC1)
Zm00001eb428720,Zm00001eb428720,Clathrin heavy chain 2,AT1G11000,MLO4,Zm00001eb428720 (MLO4)
Zm00001eb429590,Zm00001eb429590,OSJNBa0010H02.21 protein,,,Zm00001eb429590
Zm00001eb429570,Zm00001eb429570,OSJNBa0010H02.21 protein,,,Zm00001eb429570
Zm00001eb429580,Zm00001eb429580,OSJNBa0010H02.21 protein,,,Zm00001eb429580
Zm00001eb073670,Zm00001eb073670,Probable methyltransferase PMT13,AT4G00740,QUA3,Zm00001eb073670 (QUA3)
Zm00001eb430560,Zm00001eb430560,Nuclear pore complex protein NUP88,AT5G05680,MOS7,Zm00001eb430560 (MOS7)
Zm00001eb430570,Zm00001eb430570,Nuclear pore complex protein NUP88,,,Zm00001eb430570
Zm00001eb431350,Zm00001eb431350,Homeodomain leucine zipper family IV protein%3B Putative homeobox/lipid-binding domain family protein,AT4G21750,ATML1,Zm00001eb431350 (ATML1)
Zm00001eb431350,Zm00001eb431350,Homeodomain leucine zipper family IV protein%3B Putative homeobox/lipid-binding domain family protein,AT4G04890,PDF2,Zm00001eb431350 (PDF2)
Zm00001eb433110,Zm00001eb433110,N-acylphosphatidylethanolamine synthase,AT1G78690,At1g78690p,Zm00001eb433110 (At1g78690p)
Zm00001eb434450,Zm00001eb434450,Transportin-1,AT2G16950,TRN1,Zm00001eb434450 (TRN1)
Zm00001eb434550,Zm00001eb434550,ABC transporter G family member 5,AT2G13610,ABCG5,Zm00001eb434550 (ABCG5)
Zm00001eb434560,Zm00001eb434560,ABC transporter G family member 5,AT1G43890,RABC1,Zm00001eb434560 (RABC1)
Zm00001eb065970,Zm00001eb065970,Tetraspanin-19,AT2G20740,,Zm00001eb065970
Zm00001eb066190,Zm00001eb066190,Pyruvate kinase,AT5G63680,,Zm00001eb066190
Zm00001eb066190,Zm00001eb066190,Pyruvate kinase,AT5G08570,,Zm00001eb066190
Zm00001eb066220,Zm00001eb066220,Protein ASPARTIC PROTEASE IN GUARD CELL 2,AT3G20015,,Zm00001eb066220
Zm00001eb066910,Zm00001eb066910,Ethylene-responsive transcription factor 7,AT4G22260,PTOX,Zm00001eb066910 (PTOX)
Zm00001eb066890,Zm00001eb066890,Ethylene-responsive transcription factor 7,AT3G20310,ERF7,Zm00001eb066890 (ERF7)
Zm00001eb066890,Zm00001eb066890,Ethylene-responsive transcription factor 7,AT1G50640,ERF3,Zm00001eb066890 (ERF3)
