gene_id,family
Zm00001d043431,ARF
Zm00001d043474,WRKY
Zm00001d043491,ERF
Zm00001d043569,WRKY
Zm00001d043663,WRKY
Zm00001d043687,MYB
Zm00001d043696,MYB_related
Zm00001d043706,bHLH
Zm00001d043782,RAV
Zm00001d043904,Dof
Zm00001d043908,bZIP
Zm00001d043915,HB-other
Zm00001d043921,NAC
Zm00001d043922,ARF
Zm00001d043937,WOX
Zm00001d043950,WRKY
Zm00001d043969,GATA
Zm00001d043992,bZIP
Zm00001d044004,ERF
Zm00001d044010,WRKY
Zm00001d044081,HD-ZIP
Zm00001d044107,MYB
Zm00001d044162,WRKY
Zm00001d044168,HSF
Zm00001d044171,WRKY
Zm00001d044216,bHLH
Zm00001d044259,HSF
Zm00001d044261,C2H2
Zm00001d044330,MYB_related
Zm00001d044409,MYB_related
Zm00001d044538,MYB
Zm00001d044785,G2-like
Zm00001d044825,Nin-like
Zm00001d044836,TCP
Zm00001d044850,M-type_MADS
Zm00001d044857,ERF
Zm00001d044899,MIKC_MADS
Zm00001d044940,bZIP
Zm00001d044988,Unknown
Zm00001d045026,ARF
Zm00001d045044,ERF
Zm00001d045046,bHLH
Zm00001d045107,bHLH
Zm00001d045112,ARR-B
Zm00001d045120,ERF
Zm00001d045204,ERF
Zm00001d045211,C2H2
Zm00001d045212,bHLH
Zm00001d045262,ERF
Zm00001d045283,WRKY
Zm00001d045365,E2F/DP
Zm00001d045374,WRKY
Zm00001d045375,WRKY
Zm00001d045398,HD-ZIP
Zm00001d045400,HD-ZIP
Zm00001d045463,NAC
Zm00001d045533,Unknown
Zm00001d045560,MYB
Zm00001d045581,MYB_related
Zm00001d045600,NAC
Zm00001d046126,NAC
Zm00001d046174,G2-like
Zm00001d046204,HSF
Zm00001d046223,TALE
Zm00001d046292,ERF
Zm00001d046299,HSF
Zm00001d046402,bZIP
Zm00001d046568,TALE
Zm00001d046621,AP2
Zm00001d046632,MYB
Zm00001d046719,Unknown
Zm00001d046755,ARR-B
Zm00001d046805,WRKY
Zm00001d046913,AP2
Zm00001d046937,bZIP
Zm00001d046947,G2-like
Zm00001d046974,MYB_related
Zm00001d047017,bHLH
Zm00001d047081,GATA
Zm00001d047170,C2H2
Zm00001d047182,MYB
Zm00001d047209,CAMTA
Zm00001d047309,WRKY
Zm00001d047339,ERF
Zm00001d047355,MIKC_MADS
Zm00001d047356,MIKC_MADS
Zm00001d047421,GeBP
Zm00001d047519,bZIP
Zm00001d047554,NAC
Zm00001d047559,WOX
Zm00001d047563,EIL
Zm00001d047579,MYB
Zm00001d047636,Unknown
Zm00001d047671,MYB
Zm00001d047786,Unknown
Zm00001d047808,Unknown
Zm00001d047860,ERF
Zm00001d047878,bHLH
Zm00001d047921,LBD
Zm00001d047976,C2H2
Zm00001d047995,HD-ZIP
Zm00001d047999,bHLH
Zm00001d048004,ERF
Zm00001d048041,HSF
Zm00001d048046,ARR-B
Zm00001d048082,MIKC_MADS
Zm00001d048083,YABBY
Zm00001d048208,ERF
Zm00001d048227,HD-ZIP
Zm00001d048296,ERF
Zm00001d048297,ERF
Zm00001d048312,HD-ZIP
Zm00001d048383,MYB_related
Zm00001d048391,GATA
Zm00001d048401,LBD
Zm00001d048412,E2F/DP
Zm00001d048448,G2-like
Zm00001d048471,TALE
Zm00001d048474,M-type_MADS
Zm00001d048493,NAC
Zm00001d048527,HD-ZIP
Zm00001d048623,MYB_related
Zm00001d048647,MYB
Zm00001d048674,TCP
Zm00001d048991,ERF
Zm00001d049058,ERF
Zm00001d049158,bHLH
Zm00001d049165,SBP
Zm00001d049173,WRKY
Zm00001d049295,ARF
Zm00001d049364,ERF
Zm00001d049443,HD-ZIP
Zm00001d049511,G2-like
Zm00001d049543,MYB_related
Zm00001d049581,MYB_related
Zm00001d049678,NAC
Zm00001d049691,M-type_MADS
Zm00001d049692,M-type_MADS
Zm00001d049870,bHLH
Zm00001d049889,ERF
Zm00001d049903,ERF
Zm00001d049913,NAC
Zm00001d050018,bZIP
Zm00001d050023,WRKY
Zm00001d050185,MYB
Zm00001d050195,WRKY
Zm00001d050247,WRKY
Zm00001d050310,HD-ZIP
Zm00001d050350,G2-like
Zm00001d050368,Unknown
Zm00001d050389,TCP
Zm00001d050394,bHLH
Zm00001d050400,MYB
Zm00001d050404,G2-like
Zm00001d050410,NAC
Zm00001d050664,E2F/DP
Zm00001d050781,ARF
Zm00001d050834,HD-ZIP
Zm00001d050897,M-type_MADS
Zm00001d050948,ERF
Zm00001d051117,MYB
Zm00001d051149,MYB
Zm00001d051172,ARF
Zm00001d051216,TCP
Zm00001d051239,ERF
Zm00001d051267,MYB
Zm00001d051269,MYB_related
Zm00001d051294,NAC
Zm00001d051316,Trihelix
Zm00001d051328,WRKY
Zm00001d051350,ERF
Zm00001d051355,ERF
Zm00001d051439,Dof
Zm00001d051451,ERF
Zm00001d051458,MYB_related
Zm00001d051465,MIKC_MADS
Zm00001d051480,MYB_related
Zm00001d051520,MYB
Zm00001d051527,G2-like
Zm00001d051550,WRKY
Zm00001d051569,bHLH
Zm00001d051573,ZF-HD
Zm00001d051577,Dof
Zm00001d051632,ARID
Zm00001d051700,Dof
Zm00001d051739,bZIP
Zm00001d051749,HD-ZIP
Zm00001d051788,MYB
Zm00001d051861,Unknown
Zm00001d051879,NAC
Zm00001d051891,LBD
Zm00001d051956,NAC
Zm00001d051981,GATA
Zm00001d052026,ERF
Zm00001d052069,MYB
Zm00001d052087,ERF
Zm00001d052102,ERF
Zm00001d052112,GRF
Zm00001d052125,Unknown
Zm00001d052133,HD-ZIP
Zm00001d052152,ERF
Zm00001d052167,ERF
Zm00001d052180,MIKC_MADS
Zm00001d052229,ERF
Zm00001d052288,E2F/DP
Zm00001d052317,LBD
Zm00001d052365,ERF
Zm00001d052397,MYB
Zm00001d052405,AP2
Zm00001d052728,bHLH
Zm00001d052738,HSF
Zm00001d052804,MYB
Zm00001d052807,bZIP
Zm00001d052905,SBP
Zm00001d053020,TCP
Zm00001d053060,MYB
Zm00001d053124,MYB
Zm00001d053151,TALE
Zm00001d053162,bZIP
Zm00001d053195,ERF
Zm00001d053210,MYB
Zm00001d053220,MYB
Zm00001d053369,WRKY
Zm00001d053707,ERF
Zm00001d053749,TALE
Zm00001d053756,SBP
Zm00001d053819,ARF
Zm00001d053967,bZIP
Zm00001d054080,Trihelix
